_id,processo_seletivo,nome_curso,semestre_oferta,ano_oferta,data_inicio_matriculas,data_fim_matriculas,vagas,data_atualizacao
0ba981b9-65f3-4e98-b065-0bb2de180560,Edital Nº 081/UFFS/2011 - Cursos de Pós-Graduação Lato Sensu - Especialização - Especialização em Desenvolvimento Rural Sustentável e Agricultura Familiar,Especialização em Desenvolvimento Rural Sustentável e Agricultura Familiar,2,2011,,,30,2021-01-21
3a4283b0-049a-4beb-abda-99b3d5377dbe,"EDITAL Nº 093/UFFS/2014 ADMISSÃO DE ALUNOS EM DISCIPLINA ISOLADA NO CURSO DE 
MESTRADO DO PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO - PPGE",Mestrado em Educação,1,2014,,,9,2021-01-21
61fc791c-c24c-4919-90fb-98ed8bbb74ec,Transferência Externa,Residência Medica em Radioterapia - Hospital São Vicente de Paulo,1,2016,2016-05-06,2016-05-06,1,2021-01-21
26dd1fdd-e701-40b6-8041-a9c86ba78693,EDITAL Nº 106/GR/UFFS/2019 - CONVOCA CANDIDATO SUPLENTE PARA REALIZAR MATRÍCULA EM VAGA REMANESCENTE NO CURSO DE MESTRADO EM AMBIENTE E TECNOLOGIAS SUSTENTÁVEIS - PPGATS,Mestrado em Ambiente e Tecnologias Sustentáveis,1,2019,2019-02-13,2019-02-14,15,2021-01-21
9276ed42-9af6-4808-9988-53e4ba07b0d6,"Transferência Externa da FUNDAÇÃO HOSPITAL CENTENÁRIO- RS para Hospital da Cidade de Passo Fundo
Processo nº 23000.002134/2019-89 (Parecer  CNRM nº 889/2019)",Residência Médica em Anestesiologia - Hospital da Cidade de Passo Fundo,1,2019,2019-07-01,2019-07-01,1,2021-01-21
7ca9567c-8892-4cb4-b1f4-7d517f3b317b,Edital Nº 081/UFFS/2011 - Cursos de Pós-Graduação Lato Sensu - Especialização em História Regional,Especialização em História Regional,2,2011,,,35,2021-01-21
e4e28730-87e0-49df-8b48-a6a79423e5a6,Edital nº 002/UFFS/2013 - Processo Seletivo para ingresso no curso de Pós-graduação Lato Sensu em Ensino de Língua e Literatura,Especialização em Ensino de Língua e Literatura,1,2013,,,40,2021-01-21
ad95b46b-7eba-46ca-ab2c-d63d77879301,"EDITAL Nº 565/UFFS/2015  PROCESSO SELETIVO PARA O CURSO DE MESTRADO DO PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS LINGUÍSTICOS (PPGEL) 2016/1
",Mestrado em Estudos Linguísticos,1,2016,2016-03-01,2016-03-04,20,2021-01-21
644d06da-167c-4ba0-bc43-087da635976e,"EDITAL Nº 094/UFFS/2014 ADMISSÃO DE ALUNOS EM DISCIPLINA ISOLADA NO CURSO DE 
MESTRADO EM ESTUDOS LINGUÍSTICOS",Mestrado em Estudos Linguísticos,1,2014,,,8,2021-01-21
9c11ec4b-93e4-4c84-85f6-e3a380612765,Edital Nº 081/UFFS/2011 - Curso de Pós-Graduação Lato Sensu - Especialização em Literaturas do Cone Sul,Especialização em Literaturas do Cone Sul,2,2011,,,35,2021-01-21
71d4397d-4d3d-45b6-b52a-952a3118508a,Edital Nº 081/UFFS/2011 - Cursos de Pós-Graduação Lato Sensu - Especialização em Saúde Coletiva,Especialização em Saúde Coletiva,2,2011,,,30,2021-01-21
363426c0-896b-44e0-bbe8-7fe16d09c834,Edital Nº 144/UFFS/2014 - Admissão de candidatos em disciplina isolada no curso de Mestrado do Programa de Agroecologia e Desenvolvimento Rural Sustentável - PPGADR,Mestrado em Agroecologia e Desenvolvimento Rural Sustentável,1,2014,,,2,2021-01-21
f96e1c66-fe4f-4014-bf2a-73cefbad9623,Edital nº 129/UFFS/2014 - Admissão de alunos em disciplina isolada no curso de Mestrado do Programa de Pós-graduação em Ciência e Tecnologia Ambiental - PPGCTA,Mestrado em Ciência e Tecnologia Ambiental,1,2014,,,5,2021-01-21
128586fe-b35c-4ab3-ab46-1b292b129b98,EDITAL Nº 054/UFFS/2014 PROCESSO SELETIVO PARA INGRESSO NO CURSO DE PÓS-GRADUAÇÃO LATO SENSU EM LINGUAGEM E ENSINO,Especialização em Linguagem e Ensino,1,2014,,,35,2021-01-21
b5b30fa7-8eb1-4d29-9051-3cc4fa0a979d,EDITAL Nº 290/UFFS/2013 – ADMISSÃO DE ALUNOS EM DISCIPLINA ISOLADA NO CURSO DE MESTRADO DO PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS LINGUÍSTICOS - PPGEL,Mestrado em Estudos Linguísticos,2,2013,,,5,2021-01-21
5cd19e79-34a7-4237-8379-7a2257b937a8,EDITAL Nº 001/UFFS/2013 – PROCESSO SELETIVO PARA INGRESSO NO CURSO DE PÓS-GRADUAÇÃO LATO SENSU EM PRODUÇÃO DE LEITE AGROECOLÓGICO,Especialização em Produção de Leite Agroecológico,1,2013,2015-02-11,2015-03-10,50,2021-01-21
eb491d67-c4a8-46c4-bf40-5cc2621e2234,1 : Alteração Entidade Mantenedora em favor da UFFS,Residência Médica em Clínica Médica - Hospital Regional do Oeste,1,2014,,,2,2021-01-21
45067ebe-5ff8-4480-96ce-f79c04e1ad50,"EDITAL Nº 401/UFFS/2014 - ADMISSÃO DE ALUNOS EM DISCIPLINA ISOLADA NO CURSO DE 
MESTRADO DO PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E TECNOLOGIA AMBIENTAL - PPGCTA",Mestrado em Ciência e Tecnologia Ambiental,2,2014,,,2,2021-01-21
8352a782-107f-4fae-b1d2-9a6d8be221dd,EDITAL Nº 482/UFFS/2014 - ADMISSÃO DE CANDIDATOS EM DISCIPLINA ISOLADA NO CURSO DE MESTRADO DO PROGRAMA DE AGROECOLOGIA E DESENVOLVIMENTO RURAL SUSTENTÁVEL - PPGADR,Mestrado em Agroecologia e Desenvolvimento Rural Sustentável,2,2014,,,10,2021-01-21
e769a501-96e1-4fdf-995a-576ebccce912,"EDITAL Nº 496/UFFS/2014 - ADMISSÃO DE ALUNOS EM DISCIPLINA ISOLADA NO CURSO DE 
MESTRADO DO PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO -PPGE
",Mestrado em Educação,2,2014,,,9,2021-01-21
6a7be9a0-2256-4821-a45e-b02a894deff4,"EDITAL Nº 459/UFFS/2014 - ADMISSÃO DE ALUNOS EM DISCIPLINA ISOLADA NO CURSO DE 
MESTRADO EM ESTUDOS LINGUÍSTICOS
",Mestrado em Estudos Linguísticos,2,2014,,,8,2021-01-21
9c024fb0-176c-4591-b372-0e6bab2a4a88,EDITAL Nº RM 01/2014 - HRO,Residência Médica em Clínica Médica - Hospital Regional do Oeste,1,2015,,,2,2021-01-21
3d836992-8305-4ae6-b0d5-61842bf4b2b0,"EDITAL Nº 469/UFFS/2014 - PROCESSO SELETIVO 2015.1 PARA O CURSO DE MESTRADO DO
PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS LINGUÍSTICOS - PPGEL",Mestrado em Estudos Linguísticos,1,2015,2015-03-02,2015-03-06,20,2021-01-21
9ae2d9c2-ff28-4bfd-b6ae-3da374651f98,EDITAL Nº 087/UFFS/2015 - PROCESSO SELETIVO DO PROGRAMA DE PÓS-GRADUAÇÃO EDUCAÇÃO - PPGE/UFFS,Mestrado em Educação,2,2015,2015-07-22,2015-07-29,20,2021-01-21
1524c8ea-d7bb-4f89-b048-c3191e2c16cc,Edital de Concurso de Seleção à Residência Médica - 2012 para o Hospital São Vicente de Paulo/Passo Fundo. Publicado pela COREME em 16 de Agosto de 2011.,Residência Médica em Neurocirurgia - Hospital São Vicente de Paulo,1,2012,2015-02-23,2015-09-30,2,2021-01-21
a34a4fe2-febb-4e36-926b-ebcdf18cecb9,Edital 005/2013,Residência Médica em Ortopedia e Traumatologia - Hospital Regional do Oeste,1,2014,,,3,2021-01-21
0e034ade-cff9-40d7-b971-f32d9ded84e3,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Otorrinolaringologia - Hospital São Vicente de Paulo,1,2016,2016-02-01,2016-03-14,2,2021-01-21
ff0593eb-9522-4f8f-a4db-40b24513ed10,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Hemodinâmica e Cardiologia Intervencionista - Hospital São Vicente de Paulo,1,2016,2016-02-01,2016-02-05,1,2021-01-21
72d2d80c-f373-4bff-afc1-67f167bd0765,Transferência Externa,Residência Médica em Ortopedia e Traumatologia - Hospital Regional do Oeste,1,2016,,,1,2021-01-21
3a90ae38-9241-4453-b0c8-ecb2a0769f5c,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Obstetrícia e Ginecologia - Hospital São Vicente de Paulo,1,2016,2016-02-01,2016-02-15,5,2021-01-21
6484537b-ba0e-4b15-ae0e-72c1e4bff959,Edital Nº 801/UFFS/2015 - Processo Seletivo para o Curso de Mestrado do Programa de Pós-Graduação em Desenvolvimento e Políticas Públicas,Mestrado em Desenvolvimento e Políticas Públicas,1,2016,2016-02-17,2016-02-19,15,2021-01-21
99ded4b2-19f3-4872-ac38-db2af8a6d1ae,2: Alteração Entidade Mantenedora em favor da UFFS.,Residência Médica em Ortopedia e Traumatologia - Hospital Regional do Oeste,1,2015,,,3,2021-01-21
5bf88b8a-b8b6-4928-8df8-783dbf9e6d70,Processo Seletivo 2014 Hospital da Cidade de Passo Fundo. Publicado pela COREME em 08 de fevereiro de 2014,Residência Médica em Cardiologia - Hospital da Cidade de Passo Fundo,1,2014,2015-02-23,2015-07-31,1,2021-01-21
44a92ee6-82eb-49e8-af74-fc6ffb065c8c,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Clínica Médica em Radiologia e Diagnóstico por Imagem – Hospital da Cidade de Passo Fundo,1,2016,2016-02-01,2016-03-30,1,2021-01-21
d842ff05-1c96-494d-8a17-8b5595f0f616,Edital Nº 105/UFFS/2016 - Admissão de Alunos em Disciplina Isolada no Curso de Mestrado do Programa de Pós-Graduação em Estudos Linguísticos,Mestrado em Estudos Linguísticos,1,2016,2016-03-07,2016-03-09,9,2021-01-21
cf5fa117-49b6-46af-a407-77534e8c0d5c,EDITAL Nº 386/UFFS/2015 - PROCESSO SELETIVO DO PROGRAMA DE PÓS-GRADUAÇÃO EM DESENVOLVIMENTO E POLÍTICAS PÚBLICAS - PPGDPP/UFFS,Mestrado em Desenvolvimento e Políticas Públicas,2,2015,2015-07-31,2015-08-28,15,2021-01-21
eb5d27d8-870b-47b8-b7fd-6aafd96e26af,Processo Seletivo 2014 Hospital São Vicente de Paulo. Publicado pela COREME em 17 de Agosto de 2013,Residência Médica em Obstetrícia e Ginecologia - Hospital São Vicente de Paulo,1,2014,2015-02-23,2015-09-30,4,2021-01-21
e90a3b4b-20b3-4ac4-8f3c-2c82385570a8,EDITAL Nº 112/GR/UFFS/2019 - ADMISSÃO DE ALUNOS EM DISCIPLINA ISOLADA NO CURSO DE MESTRADO DO PROGRAMA DE PÓS-GRADUAÇÃO EM DESENVOLVIMENTO E POLÍTICAS PÚBLICAS - PPGDPP,Mestrado em Desenvolvimento e Políticas Públicas,1,2019,2019-03-07,2019-03-13,11,2021-01-21
d904c406-8c09-4f75-9a54-ddb96dc868c9,Edital de Concurso de Seleção à Residência Médica - 2014 para o Hospital São Vicente de Paulo/Passo Fundo. Publicado pela COREME em 17 de Agosto de 2013.,Residência Médica em Cirurgia Vascular - Hospital São Vicente de Paulo,1,2014,2015-02-23,2015-09-30,3,2021-01-21
c573d652-e433-4730-9e40-55fcc58a4be8,"EDITAL Nº 06, DE 15 DE JULHO DE 2014 DO CONSELHO GESTOR DO PROFMAT",Mestrado Profissional em Matemática em Rede Nacional,1,2015,2015-01-27,2015-02-13,15,2021-01-21
05982953-6fb0-438d-9f22-0c5dd908dcf3,Edital Nº 730/UFFS/2015 - Admissão de Candidatos em Disciplina Isolada no Curso de Mestrado Interdisciplinar em Ciências Humanas - PPGICH,Mestrado Interdisciplinar em Ciências Humanas,2,2015,2015-09-22,2015-10-02,27,2021-01-21
4093156f-38f5-49ce-8d26-fad412d48364,Edital Nº 023/UFFS/2016 - Admissão de Alunos em Disciplina Isolada no Programa de Pós-Graduação Mestrado Profissional em Educação - PPGPE,Mestrado em Educação,1,2016,2016-03-01,2016-03-08,12,2021-01-21
62100972-2071-4371-b370-74f78e1eb0c4,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Cancerologia Clínica - Hospital da Cidade de Passo Fundo,1,2016,2016-02-01,2016-02-05,1,2021-01-21
3c1dac91-4e83-4ffa-958a-11054ea58ccb,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Clínica Médica - Hospital de Caridade de Carazinho,1,2016,2016-02-01,2016-02-05,3,2021-01-21
6e3f6ad4-45d8-4980-a914-344be5efff64,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Medicina de Família e Comunidade - Hospital São Vicente de Paulo,1,2016,2016-02-01,2016-02-05,3,2021-01-21
d9101af9-8493-497e-89b8-5a0596b4e417,PROCESSO SELETIVO PARA MÉDICO RESIDENTE EDITAL Nº RM 01/2014 PARA INGRESSO EM 2015,Residência Médica em Ginecologia e Obstetrícia - Hospital Regional do Oeste,1,2015,,,1,2021-01-21
5cfb7927-03e2-41a4-a85a-ce3799d6c929,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Patologia - Hospital São Vicente de Paulo,1,2016,2016-02-01,2016-02-15,1,2021-01-21
a02f6355-7982-4c67-9877-e9738e857ff0,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Clínica Médica - Hospital da Cidade de Passo Fundo,1,2016,2016-02-01,2016-03-18,9,2021-01-21
9c397ad0-a5bb-48d4-b0ae-afb3f0654b11,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Pediatria - Hospital da Cidade de Passo Fundo,1,2016,2016-02-01,2016-02-15,4,2021-01-21
e812f072-a89e-458c-9fb1-d7c0fec0e17f,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Pediatria - Hospital São Vicente de Paulo,1,2016,2016-02-01,2016-03-14,7,2021-01-21
15e995c0-94e3-4983-b302-5b71070302d0,"Edital 218/UFFS/2016: PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA - HOSPITAL DA CIDADE DE PASSO FUNDO, HOSPITAL  DE  CARIDADE  DE  CARAZINHO  e  HOSPITAL  SÃO  VICENTE  DE 
PAULO  DE  PASSO  FUNDO. Publicado em 16.03.16.",Residência Médica em Pediatria - Hospital São Vicente de Paulo,1,2016,2016-03-28,2016-03-28,1,2021-01-21
088c0d68-4862-4831-878b-82ac9b7915b9,"Edital 218/UFFS/2016: PROCESSO SELETIVO DE INGRESSO PARA OS PROGRAMAS DE RESIDÊNCIA MÉDICA-HOSPITAL DA CIDADE DE PASSO FUNDO, HOSPITAL  DE  CARIDADE  DE  CARAZINHO  e  HOSPITAL  SÃO  VICENTE  DE 
PAULO  DE  PASSO  FUNDO. Publicado em 16.03.16",Residência Médica em Cardiologia - Hospital São Vicente de Paulo,1,2016,2016-03-28,2016-03-28,1,2021-01-21
74bf54fe-91a6-4b1b-9c65-bd755ef4b7eb,EDITAL Nº 094/UFFS/2016 PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA,Residência Médica em Neonatologia - Hospital São Vicente de Paulo,1,2016,2016-03-02,2016-03-03,1,2021-01-21
69c4588a-f36d-4bcb-9c08-63035880fdbb,"Edital 850/UFFS/2015 - PROCESSO SELETIVO PARA O CURSO DE MESTRADO DO PROGRAMA DE PÓS - GRADUAÇÃO EM 
AGROECOLOGIA E DESENVOLVIMENTO RURAL SUSTENTÁVEL - PPGADR",Mestrado em Agroecologia e Desenvolvimento Rural Sustentável,1,2016,2016-03-21,2016-04-11,20,2021-01-21
a1ccbfcd-3e5b-4447-9b9a-e06078b793b4,Edital Nº 772/UFFS/2015 - Processo Seletivo de Candidatos às Vagas para o Curso de Mestrado do Programa de Pós-Graduação em Ciência e Tecnologia Ambiental,Mestrado em Ciência e Tecnologia Ambiental,1,2016,2016-02-18,2016-03-07,20,2021-01-21
f2cf59fc-76ca-436c-977a-815bc6fd1a92,"EDITAL Nº 403/UFFS/2016 CONVOCA CANDIDATO APROVADO PARA REALIZAR MATRÍCULA EM 
VAGA REMANESCENTE DO PROFMAT/UFFS/2016",Mestrado Profissional em Matemática em Rede Nacional,1,2016,2016-05-05,2016-05-06,1,2021-01-21
34db7cee-da00-4d12-a898-7df79e9286ab,EDITAL Nº  321/UFFS/2016 - PROCESSO SELETIVO DE CANDIDATOS ÀS VAGAS PARA O CURSO DE  MESTRADO DO PROGRAMA DE PÓS - GRADUAÇÃO EM HISTÓRIA  - PPGH/UFFS,Mestrado em História,2,2016,2016-07-25,2016-07-29,15,2021-01-21
2a68811c-d7ad-44bc-94db-60af89b2e804,EDITAL Nº 546/UFFS/2016 - ADMISSÃO DE ALUNOS EM DISCIPLINA ISOLADA NO PROGRAMA DE PÓS - GRADUAÇÃO  MESTRADO PROFISSIONAL EM EDUCAÇÃO,Mestrado em Educação,2,2016,2016-08-03,2016-08-04,12,2021-01-21
2f5209b5-3e37-4352-9c3a-5652eace7baa,EDITAL Nº 486/UFFS/2016 - ABRE INSCRIÇÕES AO PROCESSO SELETIVO PARA INGRESSO NO CURSO DE PÓS-GRADUAÇÃO LATO SENSU EM GESTÃO ESCOLAR,Especialização em Gestão Escolar,2,2016,2016-08-15,2016-08-18,50,2021-01-21
98af7dd5-2984-4eef-982d-149636124364,Edital Nº 752/UFFS/2016 - Abre Inscrições ao Processo Seletivo para Ingresso no Curso de Pós-Graduação Lato Sensu em Gestão Escolar da Educação Básica,Especialização em Gestão Escolar da Educação Básica,2,2016,2016-10-13,2016-10-14,50,2021-01-21
8d109e46-c3ec-49e6-a247-d24968e49bb4,"Edital 218/UFFS/2016: PROCESSO SELETIVO DE INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA - HOSPITAL DA CIDADE DE PASSO FUNDO, 
HOSPITAL  DE  CARIDADE  DE  CARAZINHO  e  HOSPITAL  SÃO  VICENTE  DE 
PAULO  DE  PASSO  FUNDO. Publicado em 16.03.16",Residência Médica em Geriatria - Hospital São Vicente de Paulo,1,2016,2016-03-28,2016-03-28,2,2021-01-21
