_id,nome_campus,ano,semestre,cod_uffs,cod_emec,nome_curso,cod_ccr,nome_ccr,id_turma,desc_turma,lista_docentes_ch,matricula_turma_id,numero_faltas,freq_turma,media_final,sit_turma,data_atualizacao
be3ff4e7-dff5-4d0d-a8f4-15b62bac5280,Chapecó,2018,2,1601,5000376,ADMINISTRAÇÃO,GCS525,Fundamentos do cooperativismo,22382,Administração - 1ª Fase - Noturno - 2018/2,"[{""docente"":""ENISE BARTH"",""ch_docente"":60}]",2f7c5694-810c-4a24-84d5-bac22033e0f3,,,,CANCELADA,2021-08-19
0ea28302-ec45-43a0-9bf3-f6fdf3f24bbe,Chapecó,2018,2,1741,5000407,CIÊNCIAS SOCIAIS,GCS525,Fundamentos do cooperativismo,22382,Administração - 1ª Fase - Noturno - 2018/2,"[{""docente"":""ENISE BARTH"",""ch_docente"":60}]",3ceeb865-9ffe-42d9-966b-ff4286ef5645,,,,CANCELADA,2021-08-19
e2b414f6-c40f-4627-a2e8-c65ddde2446b,Laranjeiras do Sul,2018,2,2550,1279327,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS SOCIAIS E HUMANAS,GCA407,Matrizes formativas e práticas na educação do campo,22210,Interdisciplinar em educação do campo: ciências sociais e humanas (Pronacampo) - 8ª Fase - Integral - 2018/2,"[{""docente"":""MARIA ELOÁ GEHLEN"",""ch_docente"":60}]",9f51730e-f048-4920-8234-66b9ac3b0ea3,0,100.00,10.00,APROVADO,2021-08-19
1b09ad36-17a8-44f6-a3d3-bfc41256d423,Laranjeiras do Sul,2018,2,2550,1279327,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS SOCIAIS E HUMANAS,GCA407,Matrizes formativas e práticas na educação do campo,22210,Interdisciplinar em educação do campo: ciências sociais e humanas (Pronacampo) - 8ª Fase - Integral - 2018/2,"[{""docente"":""MARIA ELOÁ GEHLEN"",""ch_docente"":60}]",9f88075d-2789-43b2-aba2-3b3cece1267d,74,0.00,0.00,REPROVADO POR NOTA E FREQUÊNCIA,2021-08-19
8a30267b-61b6-4169-9a3c-1cff0af23737,Laranjeiras do Sul,2018,2,2550,1279327,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS SOCIAIS E HUMANAS,GCA407,Matrizes formativas e práticas na educação do campo,22210,Interdisciplinar em educação do campo: ciências sociais e humanas (Pronacampo) - 8ª Fase - Integral - 2018/2,"[{""docente"":""MARIA ELOÁ GEHLEN"",""ch_docente"":60}]",1519e940-6081-4b4c-9780-d76d1127ab6c,74,0.00,0.00,REPROVADO POR NOTA E FREQUÊNCIA,2021-08-19
48396f1e-de33-4aa3-a1d1-0012b5107007,Laranjeiras do Sul,2018,2,2550,1279327,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS SOCIAIS E HUMANAS,GCA407,Matrizes formativas e práticas na educação do campo,22210,Interdisciplinar em educação do campo: ciências sociais e humanas (Pronacampo) - 8ª Fase - Integral - 2018/2,"[{""docente"":""MARIA ELOÁ GEHLEN"",""ch_docente"":60}]",f4fe6456-d587-40f7-b076-4070b068d985,2,96.67,9.50,APROVADO,2021-08-19
da625e9a-d554-4ef3-8134-c4056fc32bd6,Laranjeiras do Sul,2018,2,2550,1279327,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS SOCIAIS E HUMANAS,GCA407,Matrizes formativas e práticas na educação do campo,22210,Interdisciplinar em educação do campo: ciências sociais e humanas (Pronacampo) - 8ª Fase - Integral - 2018/2,"[{""docente"":""MARIA ELOÁ GEHLEN"",""ch_docente"":60}]",8c3816db-77d5-4487-afc8-58a8df5c7236,10,83.33,7.00,APROVADO,2021-08-19
03059053-26a3-4dd8-aa7a-cb4014b2f0e6,Laranjeiras do Sul,2018,2,2550,1279327,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS SOCIAIS E HUMANAS,GCA407,Matrizes formativas e práticas na educação do campo,22210,Interdisciplinar em educação do campo: ciências sociais e humanas (Pronacampo) - 8ª Fase - Integral - 2018/2,"[{""docente"":""MARIA ELOÁ GEHLEN"",""ch_docente"":60}]",97726684-a757-45c4-b6ec-d2b993628fc9,3,95.00,10.00,APROVADO,2021-08-19
30e719ba-7d71-4494-a31a-3f0a79fdfbcf,Laranjeiras do Sul,2018,2,2550,1279327,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS SOCIAIS E HUMANAS,GCA407,Matrizes formativas e práticas na educação do campo,22210,Interdisciplinar em educação do campo: ciências sociais e humanas (Pronacampo) - 8ª Fase - Integral - 2018/2,"[{""docente"":""MARIA ELOÁ GEHLEN"",""ch_docente"":60}]",4932f967-052a-435a-ada8-55b8903aee4e,5,91.67,8.50,APROVADO,2021-08-19
921d5ba6-4e67-412e-a99c-48da8f833ce2,Laranjeiras do Sul,2018,2,2550,1279327,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS SOCIAIS E HUMANAS,GCA407,Matrizes formativas e práticas na educação do campo,22210,Interdisciplinar em educação do campo: ciências sociais e humanas (Pronacampo) - 8ª Fase - Integral - 2018/2,"[{""docente"":""MARIA ELOÁ GEHLEN"",""ch_docente"":60}]",56d89208-647b-4981-967e-230247b43c02,0,100.00,9.00,APROVADO,2021-08-19
366bcb2f-8b41-4516-9580-b3b6b15aa064,Laranjeiras do Sul,2018,2,2550,1279327,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS SOCIAIS E HUMANAS,GCA407,Matrizes formativas e práticas na educação do campo,22210,Interdisciplinar em educação do campo: ciências sociais e humanas (Pronacampo) - 8ª Fase - Integral - 2018/2,"[{""docente"":""MARIA ELOÁ GEHLEN"",""ch_docente"":60}]",322493dd-6b93-4d1e-824b-8171bb387932,5,91.67,8.50,APROVADO,2021-08-19
21c475d0-469f-4e5e-ac83-11f0be7331b1,Laranjeiras do Sul,2018,2,2550,1279327,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS SOCIAIS E HUMANAS,GCA407,Matrizes formativas e práticas na educação do campo,22210,Interdisciplinar em educação do campo: ciências sociais e humanas (Pronacampo) - 8ª Fase - Integral - 2018/2,"[{""docente"":""MARIA ELOÁ GEHLEN"",""ch_docente"":60}]",becb898c-5007-483e-b2f3-e4bd948c7a12,10,83.33,8.50,APROVADO,2021-08-19
ebc52faa-1b4e-4b71-8f6b-f992e2b61493,Laranjeiras do Sul,2018,2,2550,1279327,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS SOCIAIS E HUMANAS,GCA407,Matrizes formativas e práticas na educação do campo,22210,Interdisciplinar em educação do campo: ciências sociais e humanas (Pronacampo) - 8ª Fase - Integral - 2018/2,"[{""docente"":""MARIA ELOÁ GEHLEN"",""ch_docente"":60}]",66049b44-4dce-4877-8868-2b6f2a61aac7,9,85.00,10.00,APROVADO,2021-08-19
0886bdcb-9c0e-4b8f-884b-689beb7eb2ab,Laranjeiras do Sul,2018,2,2550,1279327,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS SOCIAIS E HUMANAS,GCA407,Matrizes formativas e práticas na educação do campo,22210,Interdisciplinar em educação do campo: ciências sociais e humanas (Pronacampo) - 8ª Fase - Integral - 2018/2,"[{""docente"":""MARIA ELOÁ GEHLEN"",""ch_docente"":60}]",1278ce52-f53b-4f9f-bf64-92a5d0be757c,0,100.00,10.00,APROVADO,2021-08-19
c1243c45-ec73-43ae-8318-379dbae61491,Laranjeiras do Sul,2018,2,2550,1279327,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS SOCIAIS E HUMANAS,GCA407,Matrizes formativas e práticas na educação do campo,22210,Interdisciplinar em educação do campo: ciências sociais e humanas (Pronacampo) - 8ª Fase - Integral - 2018/2,"[{""docente"":""MARIA ELOÁ GEHLEN"",""ch_docente"":60}]",ffa7017b-bc9c-40ad-9cd1-ca478b6b32b8,1,98.33,6.00,APROVADO,2021-08-19
838dc7a5-93f9-43ac-b233-fbe62f2a89c6,Laranjeiras do Sul,2018,2,2550,1279327,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS SOCIAIS E HUMANAS,GCA407,Matrizes formativas e práticas na educação do campo,22210,Interdisciplinar em educação do campo: ciências sociais e humanas (Pronacampo) - 8ª Fase - Integral - 2018/2,"[{""docente"":""MARIA ELOÁ GEHLEN"",""ch_docente"":60}]",749aa475-13bb-4c54-b75b-8905715a3824,9,85.00,10.00,APROVADO,2021-08-19
67930d2f-1252-4f22-aaac-cd674b87e81b,Laranjeiras do Sul,2018,2,2550,1279327,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS SOCIAIS E HUMANAS,GCA407,Matrizes formativas e práticas na educação do campo,22210,Interdisciplinar em educação do campo: ciências sociais e humanas (Pronacampo) - 8ª Fase - Integral - 2018/2,"[{""docente"":""MARIA ELOÁ GEHLEN"",""ch_docente"":60}]",78109b4b-f6e9-4df9-9933-705d336cc0dc,0,100.00,10.00,APROVADO,2021-08-19
37c53c8a-a224-4cd7-b534-748b4d814ef6,Laranjeiras do Sul,2018,2,2550,1279327,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS SOCIAIS E HUMANAS,GCA407,Matrizes formativas e práticas na educação do campo,22210,Interdisciplinar em educação do campo: ciências sociais e humanas (Pronacampo) - 8ª Fase - Integral - 2018/2,"[{""docente"":""MARIA ELOÁ GEHLEN"",""ch_docente"":60}]",c69d2db1-c832-43e4-b0d6-87ad7370f569,0,100.00,10.00,APROVADO,2021-08-19
00dd6928-8050-4484-a9a4-67ecdfef5d74,Laranjeiras do Sul,2018,2,2550,1279327,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS SOCIAIS E HUMANAS,GCA407,Matrizes formativas e práticas na educação do campo,22210,Interdisciplinar em educação do campo: ciências sociais e humanas (Pronacampo) - 8ª Fase - Integral - 2018/2,"[{""docente"":""MARIA ELOÁ GEHLEN"",""ch_docente"":60}]",ccf1cba9-54f2-407b-af6f-d34103082e0f,0,100.00,7.50,APROVADO,2021-08-19
d592035b-e85d-4f5a-a21c-573b05a47de4,Laranjeiras do Sul,2018,2,2550,1279327,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS SOCIAIS E HUMANAS,GCA407,Matrizes formativas e práticas na educação do campo,22210,Interdisciplinar em educação do campo: ciências sociais e humanas (Pronacampo) - 8ª Fase - Integral - 2018/2,"[{""docente"":""MARIA ELOÁ GEHLEN"",""ch_docente"":60}]",27399a49-88bf-4359-8f2a-32b11528024d,3,95.00,9.50,APROVADO,2021-08-19
8a2aaad5-1138-4d97-90e5-0c6076984212,Laranjeiras do Sul,2018,2,2550,1279327,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS SOCIAIS E HUMANAS,GCA407,Matrizes formativas e práticas na educação do campo,22210,Interdisciplinar em educação do campo: ciências sociais e humanas (Pronacampo) - 8ª Fase - Integral - 2018/2,"[{""docente"":""MARIA ELOÁ GEHLEN"",""ch_docente"":60}]",85b8f0c8-307b-4b92-ac44-846877bb0d96,0,100.00,9.00,APROVADO,2021-08-19
0bc6f6f2-75b5-42af-b64d-c85b68df492f,Laranjeiras do Sul,2018,2,2550,1279327,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS SOCIAIS E HUMANAS,GCA407,Matrizes formativas e práticas na educação do campo,22210,Interdisciplinar em educação do campo: ciências sociais e humanas (Pronacampo) - 8ª Fase - Integral - 2018/2,"[{""docente"":""MARIA ELOÁ GEHLEN"",""ch_docente"":60}]",18fa3226-3995-47e3-80e8-8233eff4f758,10,83.33,7.00,APROVADO,2021-08-19
a0d929be-cc3c-41fa-aa98-fc8b53a7a296,Laranjeiras do Sul,2018,2,2550,1279327,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS SOCIAIS E HUMANAS,GCA407,Matrizes formativas e práticas na educação do campo,22210,Interdisciplinar em educação do campo: ciências sociais e humanas (Pronacampo) - 8ª Fase - Integral - 2018/2,"[{""docente"":""MARIA ELOÁ GEHLEN"",""ch_docente"":60}]",f6fa4f7d-8128-4771-8e45-b2b05e09326c,14,76.67,9.00,APROVADO,2021-08-19
50baf54b-5871-46cc-bb56-3107f0045728,Laranjeiras do Sul,2018,2,2550,1279327,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS SOCIAIS E HUMANAS,GCA407,Matrizes formativas e práticas na educação do campo,22210,Interdisciplinar em educação do campo: ciências sociais e humanas (Pronacampo) - 8ª Fase - Integral - 2018/2,"[{""docente"":""MARIA ELOÁ GEHLEN"",""ch_docente"":60}]",90f99b91-fa6b-49de-ac64-a967ec9a5b1d,0,100.00,7.50,APROVADO,2021-08-19
c0a334c0-7360-4549-8149-3a68b80a1524,Laranjeiras do Sul,2018,2,2550,1279327,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS SOCIAIS E HUMANAS,GCA407,Matrizes formativas e práticas na educação do campo,22210,Interdisciplinar em educação do campo: ciências sociais e humanas (Pronacampo) - 8ª Fase - Integral - 2018/2,"[{""docente"":""MARIA ELOÁ GEHLEN"",""ch_docente"":60}]",88ba908c-8bbe-45fb-8d7d-47e52f2391fe,7,88.33,10.00,APROVADO,2021-08-19
bcc4e609-82d6-4551-8612-44411b54bb28,Chapecó,2019,1,1110,1260434,MATEMÁTICA,GEX213,Matemática C,23394,Matemática - 1ª Fase - Noturno - 2019/1,"[{""docente"":""LUCIA MENONCINI"",""ch_docente"":60}]",63f426e3-0f2b-4edc-80ec-4871ccf1c7db,14,76.67,1.00,REPROVADO POR NOTA,2021-08-19
2a41670e-4467-413a-91b9-1297cf5dcfc1,Chapecó,2019,1,1110,1260434,MATEMÁTICA,GEX503,Geometria analítica,23396,Matemática - 1ª Fase - Noturno - 2019/1,"[{""docente"":""EDSON RIBEIRO DOS SANTOS"",""ch_docente"":60}]",ef2cd4af-4824-421f-8274-46e792970bda,4,93.33,0.00,REPROVADO POR NOTA,2021-08-19
0050bfd3-d0eb-42e1-bd85-5d062b5cbe63,Chapecó,2019,1,1721,5000400,HISTÓRIA,GCH029,História da fronteira Sul,24704,Letras (Turma Especial PIN) - 1ª Fase - Noturno - 2019/1,"[{""docente"":""JAISSON TEIXEIRA LINO"",""ch_docente"":60}]",0f31ed58-0b0a-448b-ba09-293e924b6fcd,44,26.67,0.00,REPROVADO POR NOTA E FREQUÊNCIA,2021-08-19
d7944590-81a3-4916-9f4f-6acddf955d07,Chapecó,2019,1,1110,1260434,MATEMÁTICA,GLA104,Produção textual acadêmica,23398,Matemática - 1ª Fase - Noturno - 2019/1,"[{""docente"":""MORGANA FABIOLA CAMBRUSSI"",""ch_docente"":15},{""docente"":""ALESSANDRA DA SILVEIRA BEZ"",""ch_docente"":45}]",309d9985-4c8c-4dc0-9600-f697d698acad,16,73.33,6.70,APROVADO,2021-08-19
de225890-610e-4069-aae7-53d3d0fd6a8f,Chapecó,2019,1,1110,1260434,MATEMÁTICA,GCH292,História da fronteira Sul,23397,Matemática - 1ª Fase - Noturno - 2019/1,"[{""docente"":""ANDRÉ LUIZ LORENZONI"",""ch_docente"":60}]",fc66138c-4548-4942-9c22-486597bb94bf,8,86.67,4.50,REPROVADO POR NOTA,2021-08-19
8c9dab4e-1517-41f9-be7c-eb6b8a4a731f,Erechim,2018,2,5502,5000382,AGRONOMIA,GCA474,Secagem e armazenagem de grãos,22569,Agronomia - 8ª Fase - Integral - 2018/2,"[{""docente"":""MURILO CORREA MARCON"",""ch_docente"":30},{""docente"":""CARLOS ALBERTO ANGONESE"",""ch_docente"":30}]",9974294b-a289-49b3-9d5b-e20a53a507ef,0,100.00,0.00,CANCELADA,2021-08-19
f6de1e2b-39f8-4b08-a73a-8a8bdf337d2b,Cerro Largo,2019,1,4120,1152567,QUÍMICA,GEX282,Química quantitativa,23823,"Química - 5ª, 7ª e 9ª Fases - Noturno - 2019/1","[{""docente"":""LIZIARA DA COSTA CABRERA"",""ch_docente"":60},{""docente"":""MARLEI VEIGA DOS SANTOS"",""ch_docente"":30}]",98719eb2-e605-42e3-a4d5-f2576fcf36ea,2,97.78,8.50,APROVADO,2021-08-19
812fcf20-95c1-4bed-b46f-39264ecd4273,Cerro Largo,2019,1,4120,1152567,QUÍMICA,GEX282,Química quantitativa,23823,"Química - 5ª, 7ª e 9ª Fases - Noturno - 2019/1","[{""docente"":""LIZIARA DA COSTA CABRERA"",""ch_docente"":60},{""docente"":""MARLEI VEIGA DOS SANTOS"",""ch_docente"":30}]",e449276f-ec0d-42c1-b22d-c8d7c59119dd,15,83.33,6.20,APROVADO,2021-08-19
8dd089bf-335a-4601-aae0-3727ed4f7a75,Realeza,2020,1,3201,1152571,CIÊNCIAS BIOLÓGICAS,GCB214,Saúde e educação sexual,26749,Ciências Biológicas - 7ª Fase - Noturno - 2020/1,"[{""docente"":""MARIANE INÊS OHLWEILER"",""ch_docente"":45}]",470858ba-2665-4e12-92a2-180ca51d0656,,,,CANCELAMENTO ADMINISTRATIVO,2021-08-19
36ebc3fe-47c4-4ec9-b8d0-33abaa992163,Realeza,2020,1,3201,1152571,CIÊNCIAS BIOLÓGICAS,GCB272,Biologia da conservação,26756,Ciências Biológicas (Optativo) - 9ª Fase - (Remoto) - 2020/1,"[{""docente"":""BERTA LUCIA PEREIRA VILLAGRA"",""ch_docente"":60}]",66550092-074a-4e57-88d0-f61d7e4c55a1,,,,CANCELADA,2021-08-19
622c091d-e3bc-4ce8-a664-661861451b4f,Erechim,2020,1,5742,5000408,CIÊNCIAS SOCIAIS,GCH647,Introdução à teoria política,27767,Ciências Sociais - 1ª Fase - (Remoto) - 2020/1	,"[{""docente"":""MAURICIO MICHEL REBELLO"",""ch_docente"":30}]",5214223a-13c9-4909-9aa5-4c3be9f93910,0,100.00,10.00,APROVADO,2021-08-19
f1ee808c-74e4-4725-b4da-a710f495edd3,Realeza,2020,1,3530,5000409,MEDICINA VETERINÁRIA,GCB272,Biologia da conservação,26756,Ciências Biológicas (Optativo) - 9ª Fase - (Remoto) - 2020/1,"[{""docente"":""BERTA LUCIA PEREIRA VILLAGRA"",""ch_docente"":60}]",eed88ca0-0ce8-47db-92b0-25fdbd4bc8a7,2,96.67,9.70,APROVADO,2021-08-19
7ed9dfef-a053-4dec-8ac0-43a7f901e67c,Erechim,2020,1,5742,5000408,CIÊNCIAS SOCIAIS,GCH648,Introdução à sociologia,27763,Ciências Sociais - 1ª Fase - (Remoto) - 2020/1	,"[{""docente"":""HUMBERTO JOSÉ DA ROCHA"",""ch_docente"":30}]",0ae07db8-a343-4cfd-98bb-997c1ecf8ddc,0,100.00,9.00,APROVADO,2021-08-19
924e294e-6c04-4557-b1bf-5eb260e8aa84,Chapecó,2019,1,1301,5000390,ENGENHARIA AMBIENTAL E SANITÁRIA,GLA104,Produção textual acadêmica,23724,Engenharia Ambiental e Sanitária - 1ª Fase - Integral - 2019/1,"[{""docente"":""ALINE CASSOL DAGA CAVALHEIRO"",""ch_docente"":60}]",2055bf83-4134-4afc-ad9c-53522198ac67,30,50.00,1.80,REPROVADO POR NOTA E FREQUÊNCIA,2021-08-19
29dfd339-ae65-47b0-838f-7c5b6bf76a61,Chapecó,2019,1,1301,5000390,ENGENHARIA AMBIENTAL E SANITÁRIA,GEX195,Geometria analítica,23722,Engenharia Ambiental e Sanitária - 1ª Fase - Integral - 2019/1,"[{""docente"":""EDSON RIBEIRO DOS SANTOS"",""ch_docente"":60}]",b1f12cdd-4285-480f-a3a9-e5cd6049dfd8,8,86.67,2.00,REPROVADO POR NOTA,2021-08-19
01eaece0-6c17-44c7-8344-d19a72f0699d,Chapecó,2019,1,1301,5000390,ENGENHARIA AMBIENTAL E SANITÁRIA,GEX294,Química geral e inorgânica,23727,Engenharia Ambiental e Sanitária (Turma A) - 1ª Fase - Integral - 2019/1,"[{""docente"":""ALEXANDRE AUGUSTO MOREIRA LAPIS"",""ch_docente"":60}]",f7dc1c1f-a43e-463d-a29e-47428dee26a0,19,74.67,5.00,REPROVADO POR NOTA,2021-08-19
33e40453-dfc7-4094-9e10-451a6cfe232e,Chapecó,2019,1,1721,5000400,HISTÓRIA,GCH362,Introdução aos estudos históricos,23418,História - 1ª Fase - Noturno - 2019/1,"[{""docente"":""ANTONIO LUIZ MIRANDA"",""ch_docente"":60}]",001dd782-9da9-4725-a9d4-cb2d5fafed01,0,100.00,9.30,APROVADO,2021-08-19
2182a132-eb31-4976-86f9-4bb253f2dfd4,Chapecó,2019,1,1301,5000390,ENGENHARIA AMBIENTAL E SANITÁRIA,GCH292,História da fronteira Sul,23726,Engenharia Ambiental e Sanitária - 1ª Fase - Integral - 2019/1,"[{""docente"":""ANDRÉ LUIZ LORENZONI"",""ch_docente"":60}]",39414dbe-a5c7-4c18-99de-50ac6a232ed9,34,43.33,1.70,REPROVADO POR NOTA E FREQUÊNCIA,2021-08-19
be324c75-b286-40a4-adc8-d0815f1aefff,Chapecó,2019,1,1720,5000400,HISTÓRIA,GCH389,Seminário de trabalho de conclusão de curso I,23456,História - 8ª Fase - Noturno - 2019/1,"[{""docente"":""RENATO VIANA BOY"",""ch_docente"":60}]",51c9520a-1e52-459a-a41b-b5e0ec44f8b5,18,70.00,0.90,REPROVADO POR NOTA,2021-08-19
