_id,projeto_registro,projeto_titulo,coordenador,nome_campus,desc_area_cnpq,palavras_chave,resumo,modalidade,grupos_pesquisa,projeto_pai_registro,data_atualizacao
d9d57470-8106-419d-9687-8b94fb4f2e6e,PES-2021-0003,Trauma: conceito fundamental em Filosofia e Psicanálise,ROGERIO VAZ TRAPP,Chapecó,CIÊNCIAS HUMANAS,Angústia; Antropologia filosófica; Filosofia; Psicanálise; Trauma,"Nosso projeto pretende articular a filosofia de Kant, Nietzsche, Heidegger e Tugendhat como a psicanálise de Freud, tendo como base o conceito de angústia para, por seu meio, alocar o conceito de trauma como fundamento motivacional tanto do filosofar, quanto da atividade do aparelho psiquíco, entendido a partir de uma determinada configuração de relação entre a segunda tópica e a teoria das pulsões. Com isso pretendemos reorganizar o campo da filosofia a partir do conceito de trauma, bem como ampliar a discussão psicalítica em torno da função da pulsão de morte com a introdução de uma teoria representacional, oriunda da filosofia.",Guarda-chuva: Projeto Interno, Filosofia e temas contemporâneos,,2022-01-20
93631247-6216-4091-99ea-b1eabf8f0f20,PES-2018-0360,"Avaliação de editais de licitação de restaurantes universitários de universidades federais do Brasil, restaurantes populares e presídios.",ELIS CAROLINA DE SOUZA FATEL,Realeza,CIÊNCIAS DA SAÚDE,Alimentação Coletiva; Alimentação penitenciária; Restaurante popular; Restaurante universitário,"Os restaurantes universitários (Ru’s) foram criados para dar assistência alimentar e nutricional aos usuários das Universidades Federais em todo o Brasil, cobrando preços acessíveis e ofertando uma alimentação de qualidade. Tendo em vista as ações previstas por meio da adesão do Programa Nacional de Assistência Estudantil (PNAES) por parte das universidades federais. O presente estudo busca entender se estas estão acontecendo da maneira como são previstas e se os estudantes realmente estão sendo beneficiados a tal ponto que sua permanência e desempenho enquanto acadêmicos de universidades federais das regiões Norte, Nordeste, Centro – Oeste, Sudeste e Sul do Brasil apresentam-se assegurados, sendo que a região Sul já foi parte de um estudo piloto realizada pelo grupo nos anos de 2014 e 2015, o qual demonstrou resultados significativos, salientando a importância de abranger o estudo para as demais regiões do país. Os restaurantes populares possuem basicamente o mesmo objetivo, de ofertar refeições prontas saudáveis a preços acessíveis, porém seu público alvo é maior, abrangendo trabalhadores formais e informais de baixa renda, desempregados, aposentados, moradores de rua e famílias em situação de risco de insegurança alimentar e nutricional, se trata de um programa que busca desenvolvimento social e combate à fome. A alimentação penitenciaria é um direito dos indivíduos encarcerados, tendo como objetivo alimentações saudáveis, de qualidade, e nutricionalmente adequadas para essa população. Estas avaliações acontecerão através de análises dos editais de licitação para funcionamento e implantação de restaurantes universitários de todas as regiões do país, restaurante populares da região Sul, e penitenciarias da região Sul. As variáveis analisadas serão: tipo de gestão e funcionamento; modalidade da licitação; tipo de proposta; objeto da licitação; vigência do contrato; número de refeições servidas ao longo do dia/noite; a forma de entrada dos usuários; período de reajuste de valores das refeições; os dias e horários de funcionamento; público usuário; tipo de serviço; gestão operacional de pessoas e de custos; valor cobrado pela refeição oferecida; composição dos cardápios; incidência e frequência das preparações; controle de qualidade; incentivo a aquisição de gêneros da agricultura familiar. Com isso, espera-se auxiliar futuramente os profissionais envolvidos na confecção de editais de licitação de RU’s, restaurantes populares e penitenciarias a elaborarem editais completos que auxiliem na gestão financeira e operacional destas unidades de alimentação e nutrição bem como facilite a gestão efetiva destes, pelos seus gestores e responsáveis técnicos, após sua implantação garantindo assim, o fornecimento de uma alimentação adequada a seus usuários.",Guarda-chuva: Projeto Interno,Segurança alimentar e nutricional - SAN,,2022-01-20
f287dc46-4810-4b0d-8c38-a01cf8be32e3,PES-2021-0393,"Antropoceno, Soja e Populações Tradicionais no Oeste de Santa Catarina",CLAITON MARCIO DA SILVA,Chapecó,CIÊNCIAS HUMANAS,Antropoceno; História Ambiental; Oeste Catarinense,"O objetivo central deste projeto é identificar quais fatores historicamente impulsionam o Oeste
Catarinense na direção de se constituir um importante agente na constituição do Antropoceno
termo introduzido pelo holandês Paul Crutzen, Prêmio Nobel de Química (1995) na América do
Sul. O termo Antropoceno se refere às mudanças na impressas no planeta em função da aceleração
dos ciclos bio geo químicos pelas sociedades humanas, principalmente as industrializadas, a partir
do século XX. A historiografia do Antropoceno e da Grande Aceleração ou seja, do movimento
de expansão da industrialização e, consequentemente o Antropoceno, para todos os continentes
após a Segunda Guerra Mundial localiza na Europa Central e na América do Norte o epicentro
destes processos, notadamente a partir da instalação de grandes parques industriais. Por outro lado,
uma das principais contribuições des te projeto é abordar como regiões consideradas “periféricas”
como o Oeste de Santa Catarina podem ter uma importante contribuição no processo global de
mudanças, em função de sua produção agrícola, agroindustrial e de energia hidrelétrica. As fontes
de pes quisa utilizadas serão relatórios técnicos e estatísticos originados a partir de instituições de
pesquisa agropecuária, planos governamentais nacionais, estaduais e regionais, assim como
material de arquivo como jornais ou revistas de divulgação. O período em questão aborda os anos
iniciais da modernização agrícola na região e sua consequente consolidação nas décadas mais
recentes.",Subprojeto,Fronteiras: Laboratório de História Ambiental da UFFS,PES-2020-0524,2022-01-20
a690710c-5abe-4e11-8d95-37845b2287b7,PES-2018-0437,Universidade como catalisadora do empreendedorismo e da inovação,KELLY CRISTINA BENETTI TONANI TOSTA,Chapecó,CIÊNCIAS SOCIAIS APLICADAS,Desbravalley; Empreendedorismo; Gestão universitária; Inovação; Universidade,"O crescimento da importância do conhecimento e da informação enriquece o papel das universidades, que está em processo de mudança. Tradicionalmente as universidades são reconhecidas como produtoras de conhecimento por meio do ensino e da pesquisa. As universidades interagem com o governo e o segmento empresarial, formando o modelo da Tríplice Hélice, definido por Etzkowitz e Leydesdorff (2000). Por meio desta interação podem se criar estratégias de desenvolvimento, crescimento econômico e transformação social, consequentemente, inovação. Especificamente sobre o empreendedorismo, a partir de uma analogia ao ecossistema da biologia, pode-se analisá-lo a partir de uma série de fatores que o possibilitam. Dentre eles estão às políticas públicas que agem como reguladoras, facilitadoras e incentivadoras; o capital financeiro que possibilita a concretização das ideias; a cultura que está intimamente relacionada com a percepção dos indivíduos na sociedade do processo e relevância do empreendedor; as instituições de suporte que auxiliam, facilitam e fomentam o empreendedorismo; os recursos humanos que qualificam o empreendedor e; o mercado, constituindo uma rede de cooperação e a aplicação do resultado do empreendedor. O ecossistema empreendedor é a interação que ocorre entre diversos interventores institucionais e individuais com o objetivo de fomentar o empreendedorismo e dependendo da organização esses componentes do ecossistema empreendedor podem variar (CARVALHO; VIANA; MANTOVANI, 2016). Sendo assim, o objetivo geral deste projeto é analisar o papel da Universidade como catalisadora do empreendedorismo e da inovação, principalmente na região denominada Desbravalley. Para alcançá-lo serão conduzidas pesquisas qualitativas e quantitativas, descritivas e estudos de caso, tendo como foco do estudo a região oeste de Santa Catarina, denominada Desbravalley.",Guarda-chuva: Projeto Interno,Gestão Universitária em Foco,,2022-01-20
ab87535f-6b67-4184-9a55-af328bfcc934,PES-2019-0009,ATIVIDADE ANTIMICROBIANA DE EXTRATOS DE NOZ-PECÃ [Carya illinoinensis (Wangenh.) C. Koch] EM DIFERENTES GRUPOS MICROBIANOS,ALEXANDRE CARVALHO DE MOURA,Realeza,CIÊNCIAS BIOLÓGICAS,Doenças infecciosas; Extrato vegetal; Multirresistência ,"A crescente incidência de doenças infecciosas configura-se como uma das principais causas de mortalidade em humanos, principalmente devido ao surgimento de microrganismos multirresistentes às medicações alopáticas existentes. Essa questão provoca pesquisadores e profissionais da área da saúde a buscar terapias antimicrobianas alternativas que demonstrem potencial para reverter esse quadro. A utilização de diferentes extratos de origem vegetal na pesquisa e fabricação de medicamentos homeopáticos já é bastante antiga e vem mostrando-se bastante promissora ao longo das últimas décadas. O presente projeto visa estudar o potencial antimicrobiano do extrato de diferentes tecidos e órgãos da ãrvore de noz-pecã [Carya illinoinensis (Wangenh.) C. Koch] sobre distintas espécies e cepas bacterianas e de fungos, sendo as bactérias, obrigatoriamente distribuídas entre os grupos de gram-positivas e gram-negativas, uma vez que são escassos estudos quanto sua atividade antimicrobiana. Os extratos vegetais brutos das diferentes partes da árvore de C. illinoensis serão obtidos no laboratório de Química/Bioquímica da UFFS. Após a lavagem, secagem e trituração das diferentes partes da árvore de noz pecã, as mesmas serão submetidas ao aparelho extrator Soxhlet com o solvente extrator para a obtenção de extrato hidro alcoólico e extrato aquoso. Para avaliações sobre a atividade antimicrobiana serão realizados os métodos de difusão em poço e Determinação da Concentração Inibitória Mínima (CIM) no laboratório de Microbiologia da UFFS. Pretende-se averiguar se todos os órgãos do vegetal apresentam acúmulo de substancias com potencial antimicrobiano e qual a concentração mínima deste capaz de inibir o crescimento das cepas microbianas a serem testadas.",Guarda-chuva: Projeto Interno,Segurança alimentar e nutricional - SAN,,2022-01-20
ca9fbe1e-27a8-4d28-b8b6-5ef6cfb7f55a,PES-2019-0024,Desenvolvimento regional e políticas públicas: o Noroeste do estado do Rio Grande do Sul,EDEMAR ROTTA,Cerro Largo,CIÊNCIAS SOCIAIS APLICADAS,Desenvolvimento; Fundo Público; Noroeste do Rio Grande do Sul; Políticas Públicas; Qualidade de Vida,"A relação entre políticas públicas e propostas de desenvolvimento, mesmo sendo evidente,  de forma clara, a partir do advento do Estado Moderno, afirma-se como campo de estudo das ciências sociais e sociais aplicadas a partir da segunda metade do século XX, a partir dos questionamentos ao economicismo e da emergência de novas perspectivas ligadas à sustentabilidade, ao desenvolvimento humano e ao desenvolvimento regional. Este projeto de pesquisa propõe-se a analisar as relações entre desenvolvimento e políticas públicas no Noroeste do estado do Rio Grande do Sul, no sentido de identificar processos, políticas, atores e indicadores. Trata-se de uma região que abrange 77 municípios que compõe a Região Funcional 7 de Planejamento (RF7/RS). Como base teórica, a pesquisa trabalha com os conceitos de desenvolvimento, desenvolvimento regional, Estado, sociedade civil, políticas públicas, políticas sociais e fundo público. Adota-se os aportes do método dialético, em suas categorias fundamentais da historicidade, da contradição e da totalidade, no sentido de subsidiar os estudos quali e quantitativos. Propõe-se a realização de revisão de literatura, estudo de documentos, análise de dados primários e secundários e estudo de experiências concretas. Entende-se que estes temas de estudo constituem um campo interdisciplinar que ainda carece de maior produção de conhecimentos, especialmente voltados para as realidades locais e regionais, em suas experiências concretas de desenvolvimento e de implantação de políticas públicas. Em regiões periféricas do cenário econômico estadual, nacional e internacional, os recursos do fundo público e a atuação do Estado, através das políticas públicas, constituem-se em elementos essenciais na implantação de propostas de desenvolvimento que primem pela inclusão social e produtiva, pela sustentabilidade, pela democracia, pela participação e pela promoção da qualidade de vida para todos, para além do jogo das forças do mercado e da lógica de reprodução do capital.  ",Guarda-chuva: Projeto Interno,Grupo de Pesquisa em Teorias e processos de Desenvolvimento,,2022-01-20
a08ace8f-74a7-43ab-abc4-1a658164d828,PES-2021-0556,Expressão gênica e protéica de componentes do sistema purinérgico relacionados à inflamação na periodontite,SARAH FRANCO VIEIRA DE OLIVEIRA MACIEL,Chapecó,CIÊNCIAS BIOLÓGICAS,Expressão Gênica; Expressão Protéica; Inflamação; Periodontite; Sistema Purinérgico,PES-2021-0254,Subprojeto,Estudos Biológicos e Clínicos em Patologias Humanas,PES-2021-0012,2022-01-20
5b1a55c2-358a-4697-8ef6-1bd2f517a502,PES-2021-0270,Remoção do antibiótico ciprofloxacina presente em águas sintéticas por adsorção em óxidos de ferro,GEAN DELISE LEAL PASQUALI,Erechim,OUTROS,esfera interna; ferrihidrita; fluoroquinolonas; goethita; hematita,"Ecossistemas terrestres são apontados como importante destino final para antibióticos de uso humano e veterinário, considerados poluentes emergentes pois são amplamente empregados pela sociedade moderna. A sorção de poluentes no solo é uma via importante para redução das concentrações no meio, além da degradação biológica e fotocatalítica. As classes de antibióticos mais utilizadas mundialmente incluem fluoroquinolonas, tetraciclinas e sulfonamidas, dentre os quais as fluoroquinolonas e tetraciclinas apresentam os elevados coeficiente de adsorção em solos persistência no ambiente. Considerando a classe das fluoroquinolonas, a mais prescrita mundialmente é a ciprofloxacina que também é excretada como metabólito de outros antibióticos desta classe. Os mecanismos de adsorção destes fármacos são influenciados pelas características físico-químicas das partículas do solo, com forte dependência da capacidade de troca catiônica do solo e, em certa medida, do teor de óxidos metálicos. Os óxidos metálicos mais abundantes no solo são os óxidos de Fe, principalmente em solos altamente intemperizados em regiões de clima tropical úmido. Assim o objetivo deste trabalho é avaliar a intensidade da adsorção com formação de complexos de esfera interna do antibiótico ciprofloxacina em óxidos de Fe sintéticos (goethita, hematita e ferrihidrita) que são encontrados naturalmente no solo, minerais com carga dependente de pH. Para isso serão realizado ensaios de adsorção/extração em batelada, no qual serão testados individualmente os óxidos de Fe sintéticos (goethita, hematita, ferrihidrita). Os adsorventes serão saturados com antibiótico ciprofloxacina em diferentes condições de pH. A quantificação das concentrações de ciprofloxacina será realizada por cromatografia líquida de alta eficiência após atingir o equilíbrio com a fase aquosa nos ensaios de adsorção e extração. A quantidade de ciprofloxacina adsorvida (Cs) será determinada pela diferença entre a concentração inicial aplicada (Ci) e em equilíbrio (Ce), considerando a relação sólido:solução e a quantidade atribuída a adsorção na fase sólida com formação de complexo de esfera interna será determinada pela diferença entre a concentração adsorvida em equilíbrio na fase sólida (Cs) e a concentração determinada no sobrenadante após dessorção (Cx). O estudo dos mecanismos de adsorção entre a ciprofloxacina e óxidos de Fe, com ênfase na complexação com formação de esfera interna, visa esclarecer a importância deste mecanismo para a redução da mobilidade, biodisponibilidade e transporte de fármacos da classe fluoroquinolonas, em solos altamente intemperizados.",Subprojeto,Grupo de Pesquisa em Resíduos e Geotecnia Ambiental - REGEOAMB,PES-2018-0094,2022-01-20
eb5f2fb3-55b7-4b79-a8c9-a94310aa32ff,PES-2020-0031,Avaliação de perigo e risco ambiental de agrotóxicos em solos tropicais,MARCO AURELIO TRAMONTIN DA SILVA ; PAULO ROGER LOPES ALVES,Chapecó,ENGENHARIAS,Colêmbolos; Ecotoxicologia Terrestre; Fauna edáfica; Minhocas; Poluição do solo,"O Brasil está entre os maiores consumidores de agrotóxicos no mundo. Entre as centenas de substâncias liberadas para este fim na agricultura nacional, algumas têm destaque por terem sido banidas em países com esquemas de avaliação de risco mais rigorosos. Quando presentes no solo, este tipo de substâncias pode afetar significativamente populações da fauna invertebrada e levar a prejuízos para os serviços ecossistêmicos a elas associados. Neste sentido, verifica-se que, para melhor conhecer as condições de uso ambientalmente seguro dos agrotóxicos na agricultura brasileira, há necessidade do desenvolvimento de avaliações ecotoxicológicas terrestres que auxiliem na determinação do perigo e do risco ecológico dos agrotóxicos utilizados na agricultura nacional, especialmente considerando a influência dos solos tropicais brasileiros no processo de toxicidade. O objetivo desta estudo, portanto, é conhecer o potencial de toxicidade de alguns agrotóxicos utilizados na agricultura do Brasil para a fauna invertebrada do solo em solos tropicais brasileiros, de forma a gerar dados de toxicidade e valores de risco mais realistas para tais condições de exposição. Para isso, será realizada uma série de ensaios ecotoxicológicos terrestres laboratoriais com espécies da fauna invertebrada do solo utilizando  solos brasileiros. A partir dos resultados deste projeto, espera-se poder emitir alertas científicos sobre o cuidado com uso agrotóxicos com elevada toxicidade e que oferecem risco significativo para as comunidades edáficas, bem como identificar a necessidade de reavaliações das classificações de periculosidade ambiental das formulações comerciais testadas, caso necessário.",Guarda-chuva: Projeto Interno,NEFIT - Núcleo de Estudos em Fitossanidade,,2022-01-20
4e0cdb8f-9c49-4da4-a352-331dd964cb0b,PES-2018-0116,Práticas educativas no campo Ciência-Tecnologia-Sociedade:  potencialidades e desafios para “dar visibilidade” a não neutralidade da Ciência-Tecnologia,ROSEMAR AYRES DOS SANTOS,Cerro Largo,CIÊNCIAS HUMANAS,Cultura de participação; Currículo; Educação em Ciências; PLACTS; Valores,"Buscamos a partir de currículos temáticos a constituição de uma cultura de participação social em processos decisórios envolvendo problemas contemporâneos, nessa perspectiva 
entendemos ser necessário o engajamento de coletivos que busquem aprofundar a
discussão sobre quais valores priorizar, numa educação crítica e transformadora,
assim como estruturar processos educativos coerentes com os mesmos. Assim, consideramos fundamental, também, problematizar os silêncios sobre valores presentes, muitas vezes, em práticas educativas, e mais especificamente, em práticas educativas de viés CTS. Nesse sentido, buscamos investigar: Como a não neutralidade da Ciência-Tecnologia tem sido trabalhada nas práticas educativas CTS, na área de Educação em Ciências, considerando presença de valores, de interesses na definição da agenda de pesquisa, dos rumos dados ao desenvolvimento científico-tecnológico, bem como sua materialização, internalização, incorporação no produto científico-tecnológico? Para responder tal questionamento objetivamos, a partir de subprojetos, identificar, caracterizar, analisar e publicizar desafios e potencialidades de práticas educativas CTS presentes em artigos de eventos e periódicos, assim como coleções de livros e materiais didáticos da área de Educação em Ciências/Física que contemplam, que dão visibilidade, a presença de valores na concepção de Ciência-Tecnologia, na agenda de pesquisa, bem como, propor possibilidades de práticas educativas de abordagem temática através das TCIs. Como encaminhamento teórico-metodológico, será uma pesquisa qualitativa, de cunho documental, tendo como corpus de análise artigos presentes nas edições de periódicos e anais de eventos da área de Educação em Ciências/Física, bem como coleções de livros e materiais didáticos da área. A dinâmica metodológica seguirá de acordo com a Análise Textual Discursiva, composta de três etapas: Unitarização, Categorização e Comunicação.",Guarda-chuva: Projeto Interno,Grupo de Estudos e Pesquisa em Ensino de Ciências e Matemática - GEPECIEM,,2022-01-20
b46cd0ef-ef34-44a0-a172-45f797627ef2,PES-2020-0400,O Conto do Graal e sua descrição sobre a Cavalaria francesa da segunda metade do século XII e início do XIII,RENATO VIANA BOY,Chapecó,CIÊNCIAS HUMANAS,Cavalaria; Chrétien de Troyes; Conto do Graal; Percival,"A presente proposta de pesquisa tem como tema a Cavalaria francesa da segunda metade do século XII e início do XIII. Ela busca as considerações sobre a função política desse grupo militar segundo um grande romancista, poeta e novelista do século XII, Chrétien de Troyes. Tendo por base as concepções acerca da Cavalaria por parte de obras como A sociedade cavaleiresca (1977) de George Duby, A Cavalaria: A origem dos nobres guerreiros da Idade Média (1998) escrita por Jean Flori e A Cavalaria: Da Germânia Antiga à França do século XII (2007) de Dominique Barthélemy, que buscaremos compreender qual a relação estabelecida entre o ideário cavaleiresco segundo as interpretações dos autores citados, aquele direcionado a Cavalaria Francesa e Flamenga do mesmo período, e o ideário proposto por Chrétien de Troyes em Perceval ou o Conto do Graal. Ademais, como a obra dispõe de finais alternativos escritos por outros poetas, dado a inexistência de um escrito pelo autor, será estendida a discussão a respeito da compreensão de Chrétien de Troyes em relação a Cavalaria, assimilada pelos dois primeiros autores das continuações: Manessier e Gerbert de Montreuil. Essa discussão é atrelada à influência que Chrétien sofre, principalmente, no momento da mudança entre a corte de Maria de Champanhe (1145-1198) e a de Felipe de Flandres (1143-1191) no ano de 1181. Junto a esse episódio que altera o tema das narrativas do poeta, antes atrelado ao amor cortês, em Perceval o autor preza por um ideário muito mais carregado de elementos latino cristãos. Tais mudanças são entendidas como um conjunto de processos históricos que culminaram na criação de um novo ideário e da inserção nas novelas de cavalaria de um objeto místico, o Santo Graal, interpretado pelos continuadores como um dos mais sagrados símbolos do cristianismo latino. O estudo deverá ser realizado em três etapas. A primeira consiste em uma discussão sobre as influências sofridas pelo autor, principalmente, em decorrência dos eventos mencionados. A segunda será a análise do conto para compreender as idealizações do autor sobre a Cavalaria e, por fim, as considerações das primeiras etapas vão ser comparadas com a análise das duas continuações escolhidas para verificar o entendimento dos seus autores sobre o conto original.",Subprojeto,"Grupo de Pesquisa Historiografia, Linguagens e Memória - GPHLM",PES-2018-0247,2022-01-20
0de22e7c-16b3-4e3e-9032-020641310537,PES-2020-0406,Avaliação do efeito do uso da palhaçaria para crianças e adolescentes que demandam de hospitalização.,ANA LUCIA LAGO LOPES ; CRHIS NETTO DE BRUM,Chapecó,CIÊNCIAS DA SAÚDE,hebiatria; Ludoterapia; Pediatria,"O processo de hospitalização na infância e no adolescer, mostra-se como conflituoso e
árduo visto que estes pacientes são afastados do meio que lhes permite o contato com brincadeiras, aprendizado e com interações sociais que são essenciais para seu desenvolvimento. Desse modo a figura do palhaço vem sendo utilizada como uma estratégia lúdica levada ao ambiente hospitalar para a adaptação deste público tão singular. Apresenta-se a seguinte pergunta de pesquisa: qual o efeito do uso da palhaçaria para crianças ou adolescentes que enfrentam o processo de hospitalização? E como objetivo: Avaliar o efeito do uso da palhaçaria para crianças e adolescentes que enfrentam o processo de hospitalização. Metodologia: Este projeto de pesquisa contará com duas etapas: 1ª) etapa: será uma revisão integrativa da literatura a fim de atender o primeiro objetivo específico, qual seja: avaliar, nas evidências científicas disponíveis, como tem sido
desenvolvido o conhecimento sobre a o uso da palhaçaria para em crianças e adolescentes que vivenciam o processo hospitalização. 2ª) etapa: será utilizada abordagem quantitativa no qual tem a prerrogativa de atender os seguintes objetivos propostos: - Comparar os parâmetros vitais e a escala de dor antes e após o uso da palhaçaria para crianças ou adolescentes em processo de hospitalização. - Comparar as médias dos parâmetros vitais e da escala de dor entre as crianças ou adolescentes que receberam a intervenção da palhaçaria com as que não receberam. Terá como cenário da pesquisa um Hospital pediátrico da Região Oeste de Santa Catarina e será desenvolvida com 110 participantes sendo divididos entre crianças ou adolescentes distribuídos em dois grupos: 55 participantes no grupo experimental (que receberá a intervenção da palhaçaria) e 55
participantes no grupo controle (receberá os cuidados rotineiros da unidade em que está inserido). Para o grupo experimental: Serão crianças ou adolescentes, de quatro a seis anos de idade. Critérios de inclusão: estar internado há pelo menos dois dias. Critérios de exclusão: crianças e adolescentes em isolamento de contato e protetor; com precauções de aerossóis e gotículas. O grupo controle: também seguirá os mesmos critérios do grupo experimental. A etapa de campo será dividida em três momentos: Planejamento; Recrutamento (seleção dos participantes) e Intervenção (coleta dos dados). Os dados serão digitados duplamente o programa Epi-info®, versão 3.5, a fim de garantir a consistência dos dados. Após será utilizado o programa PASW Statistics® (Predictive Analytics Software, da SPSS Inc., Chicago – USA) 18.0 for Windows (licença SN: 10138061). O presente projeto respeitará a Resolução 466/2012. A relevância da pesquisa encontra-se na possibilidade verificar, se os parâmetros vitais e a escala da dor modificam com a presença de um palhaço. Tais resultados, poderão reiterar a relevância de se manter, periodicamente, ações de palhaçaria dentro do ambiente hospitalar.",Subprojeto,Grupo de estudo e pesquisa sobre evidências do cuidado à saúde em pediatria e hebiatria (GEPE-CPDH),PES-2019-0214,2022-01-20
656d3a82-08ae-4308-9b46-dee257f49f67,PES-2021-0240,Desenvolvimento de metodologias para análise da atividade antioxidante direta no biodiesel,FERNANDA OLIVEIRA LIMA,Realeza,CIÊNCIAS EXATAS E DA TERRA,Antioxidantes; Combustível; Oxidação,"O biodiesel se apresenta como uma excelente alternativa ao diesel de petróleo, posto que, além de dispor das propriedades essenciais de um combustível, é um material biodegradável, oriundo de fontes renováveis e que realiza baixa emissão de gases poluentes. No entanto, o biodiesel possui uma baixa estabilidade oxidativa que, além de diminuir o tempo de armazenagem do material, facilita a formação de compostos nocivos aos motores, desse modo, faz-se necessária a adição de antioxidantes em sua composição. Para determinar a estabilidade oxidativa do biodiesel e, garantir sua qualidade, são empregados testes automatizados de oxidação acelerada e testes analíticos térmicos, que visam determinar o tempo de indução do combustível. Entretanto, tais testes consistem em processos longos e dispendiosos que necessitam de equipamentos elaborados e profissionais treinados para sua execução, além de não serem capazes de determinar a atividade antioxidante presente na amostra. Diante desse contexto, o projeto em questão objetiva adaptar metodologias simples de análise oxidativa, a fim de determinar a atividade antioxidante diretamente em amostras de biodiesel. Para isso serão estudados os métodos de captura de radical livre de 2,2 diphenyl 1 picrylhydrazyl (DPPH), captura de radical livre de Hidroxil, poder de redução do íon Ferro e poder de redução de Ferricianeto de Potássio. Ademais, serão testados como solventes moléculas de auto-montagem (SAMS, na sigla em inglês), dimetilsulfóxido (DMSO) e sais de amônio quaternários, como o brometo de tetrabutilamônio, com intuito de solubilizar as amostras e possibilitar as análises.",Subprojeto,Grupo de Pesquisa em Energias Renováveis e Sustentabilidade - GPERS,PES-2020-0035,2022-01-20
8fafa94e-ab2e-40d7-ac57-da09a7065b19,PES-2021-0350,"Síndrome Respiratória Aguda Grave por SARS-CoV-2 em crianças e adolescentes: prevalência das variantes virais P.1, B.1.1.7 e B.1.351. ",JOSSIMARA POLETTINI,Passo Fundo,CIÊNCIAS DA SAÚDE,COVID-19; Diagnósticos de Saúde; Novo Coronavírus; Variantes antigênicas; Vírus respiratórios,"O Brasil tem observado um aumento de cerca de dez vezes a média histórica de hospitalizações por casos de Síndrome Respiratória Aguda Grave (SRAG) desde março de 2020, especialmente depois da notificação do primeiro caso de COVID-19 (doença causada pelo novocoronavírus, SARS-CoV-2). A SRAG é uma afecção sindrômica resultante de complicações pulmonares sendo caracterizada por febre alta, tosse e dispneia, acompanhada ou não de aumento da frequência respiratória, hipotensão, cianose, desidratação e inapetência. Com a rápida distribuição geográfica, a COVID-19 representa uma grande ameaça à saúde global. Devido ao alto poder de transmissibilidade viral, houve aumento no número de casos e demora na erradicação do agente infeccioso, o que permitiu o surgimento de novas variantes genéticas do vírus, as quais estão relacionadas a uma maior taxa de transmissão e um possível agravo nos casos clínicos. Em crianças, a nova doença apresentou-se inicialmente assintomática, porém, no decorrer dos meses da pandemia, observou-se uma taxa incomum de síndromes inflamatórias multissistêmicas sem etiologia definida nessa população, o que foi posteriormente relacionada ao SARS-CoV-2. Neste contexto, o presente projeto tem como objetivo avaliar a prevalência das variantes P.1 (variante de Manaus); B.1.1.7 (inglesa) e B.1.351 (sul africana) em pacientes pediátricos com diagnóstico de SRAG pelo SARS-CoV-2 e avaliar sua relação com quadros mais graves da doença. Trata-se de um estudo de natureza quantitativa, observacional, transversal, descritivo e analítico. O estudo será realizado de agosto de 2021 a julho de 2023. A população a ser incluída consistirá de indivíduos com idade de 0 a 19 anos com suspeita de infecção respiratória atendidos pelo Sistema Único de Saúde (SUS) no Hospital de Clínicas (HC) no município de Passo Fundo – RS. Com base nos parâmetros de cálculo amostral, estima-se incluir em torno de 108 participantes. Para aqueles indivíduos que consentirem a participação no estudo, respeitados os preceitos éticos, serão coletados dados sociodemográficos, clínicos e de saúde a partir de questionário e prontuários médicos, e será realizada coleta de swab da orofaringe e/ou nasofaringe para a detecção da espécie viral, a ser realizada pela técnica de RT-PCR. Na análise dos dados será empregada a estatística descritiva incluindo médias, mediana e desvios-padrão para variáveis contínuas e proporções e respectivos intervalos de confiança (IC95%) para variáveis categóricas. Com base nos achados desse estudo, espera-se conhecer quais as variantes de SARS-CoV-2 circulantes na região e averiguar se existe relação entre a infecção por essas cepas e casos mais graves da doença, apresentando novas evidências e subsídios ao enfrentamento da pandemia de COVID-19 para a gestão em saúde local.",Subprojeto,"Inovação em Saúde Coletiva: políticas, saberes e práticas de promoção da saúde ",PES-2018-0386,2022-01-20
